2,*Seaside Eats*,Evelyns Drive-In,"Tiverton, Rhode Island",10/15/07
2,*Seaside Eats*,Hodads,"Ocean Beach, California",10/15/07
2,*Seaside Eats*,Keegans Seafood Grille,"Indian Rocks Beach, Florida",10/15/07
2,*Local Flavor*,Clantons Café,"Vinita, Oklahoma",10/22/07
2,*Local Flavor*,Mikes Chili Parlor,"Seattle, Washington",10/22/07
2,*Local Flavor*,Duartes Tavern,"Pescadero, California",10/22/07
2,*Viewers Choice*,Bobbys Hawaiian Style Restaurant,"Everett, Washington",10/29/07
2,*Viewers Choice*,Ted Peters Famous Smoked Fish,"South Pasadena, Florida",10/29/07
2,*Viewers Choice*,Psycho Suzies Motor Lounge,"Minneapolis, Minnesota",10/29/07
2,*Real Deal BBQ*,Jay Bees Bar-B-Que,"Gardena, California",11/05/07
2,*Real Deal BBQ*,Smoque,"Chicago, Illinois",11/05/07
2,*Real Deal BBQ*,BBQ Shack,"Paola, Kansas",11/05/07
2,*Talkin Turkey*,Mikes City Diner,"Boston, Massachusetts",11/10/07
2,*Talkin Turkey*,Willie Birds Restaurant,"Santa Rosa, California",11/10/07
2,*Talkin Turkey*,Alpine Steakhouse,"Sarasota, Florida",11/10/07
2,*One of a Kind*,JT Farnhams Seafood & Grill,"Essex, Massachusetts",11/19/07
2,*One of a Kind*,Joes Gizzard City,"Potterville, Michigan",11/19/07
2,*One of a Kind*,Grubstake Diner,"San Francisco, California",11/19/07
2,*One of a Kind*,Los Tapatios,"San Jose, California",11/19/07
2,*Family Owned*,El Indio,"San Diego, California",11/23/07
2,*Family Owned*,Charlies Diner,"Spencer, Massachusetts",11/23/07
2,*Family Owned*,Paradise Pup,"Des Plaines, Illinois",11/23/07
2,*Open 24/7*,Studio Diner,"San Diego, California",01/13/08
2,*Open 24/7*,White Palace Grill,"Chicago, Illinois",01/13/08
2,*Open 24/7*,The Dining Car & Market,"Philadelphia, Pennsylvania",01/13/08
2,*Off the Hook Specials*,Schooner or Later,"Long Beach, California",01/20/08
2,*Off the Hook Specials*,Grinders,"Kansas City, Missouri",01/20/08
2,*Off the Hook Specials*,The Fly Trap,"Ferndale, Michigan",01/20/08
2,*Off the Hook Specials*,Gailwood Cook Shack,"Chicago, Illinois",01/20/08
2,"*Burgers Rings and Fries,Joes Cable Car,"San Francisco, California",01/21/08
2,"*Burgers Rings and Fries,The Nook,"St. Paul, Minnesota",01/21/08
2,"*Burgers Rings and Fries,Krazy Jims Blimpy Burger,"Ann Arbor, Michigan",01/21/08
2,*The New Jersey Diner Tour*,Mustache Bills,"Barnegat Light, New Jersey",01/28/08
2,*The New Jersey Diner Tour*,Tick Tock Diner,"Clifton, New Jersey",01/28/08
2,*The New Jersey Diner Tour*,White Manna Hamburgers,"Hackensack, New Jersey",01/28/08
2,*The New Jersey Diner Tour*,The Ritz Diner,"Livingston, New Jersey",01/28/08
2,*The New Jersey Diner Tour*,Hightstown Diner,"Hightstown, New Jersey",01/28/08
2,*The New Jersey Diner Tour*,Skylark Diner,"Edison, New Jersey",01/28/08
2,*The New Jersey Diner Tour*,Jefferson Diner,"Lake Hopatcong, New Jersey",01/28/08
3,*Big Breakfast*,Brownstone Diner,"Jersey City, New Jersey",03/10/08
3,*Big Breakfast*,39th Street Mamas,"Kansas City, Missouri",03/10/08
3,*Big Breakfast*,Matts Big Breakfast,"Phoenix, Arizona",03/10/08
3,*Like Mamma Made*,Robertos Mexican Food,"Phoenix, Arizona",03/17/08
3,*Like Mamma Made*,Smokey Valley Truck Stop,"Olive Hill, Kentucky",03/17/08
3,*Like Mamma Made*,Sweetie Pies,"St. Louis, Missouri",03/17/08
3,*Regional Favorites*,Charlie Parkers,"Springfield, Illinois",03/24/08
3,*Regional Favorites*,Tecolote Café,"Santa Fe, New Mexico",03/24/08
3,*Regional Favorites*,Virginia Diner,"Wakefield, Virginia",03/24/08
3,*Neighborhood Joints*,Thee Pitts Again,"Glendale, Arizona",03/31/08
3,*Neighborhood Joints*,Iron Barley,"St. Louis, Missouri",03/31/08
3,*Neighborhood Joints*,Daddypops,"Hatboro, Pennsylvania",03/31/08
3,*Neighborhood Joints*,The Village Café,"Richmond, Virginia",03/31/08
3,*A World of Flavors*,Chino Bandido,"Phoenix, Arizona",04/07/08
3,*A World of Flavors*,Marietta Diner,"Marietta, Georgia",04/07/08
3,*A World of Flavors*,YJs Snack Bar,"Kansas City, Missouri",04/07/08
3,*Something Different*,Scullys Tavern,"Miami, Florida",04/14/08
3,*Something Different*,Dots Back Inn,"Richmond, Virginia",04/14/08
3,*Something Different*,Hillbilly Hot Dogs,"Lesage, West Virginia",04/14/08
3,*American Classics*,11th Street Diner,"Miami Beach, Florida",05/18/08
3,*American Classics*,Bobo Drive-In,"Topeka, Kansas",05/18/08
3,*American Classics*,Little Tea Shop,"Memphis, Tennessee",05/18/08
3,*Real Deal Fast Food*,Panini Petes,"Fairhope, Alabama",05/19/08
3,*Real Deal Fast Food*,Joes Farm Grill,"Gilbert, Arizona",05/19/08
3,*Real Deal Fast Food*,Marias Taco Express,"Austin, Texas",05/19/08
3,*The Memphis BBQ Tour*,Cozy Corner,"Memphis, Tennessee",05/26/08
3,*The Memphis BBQ Tour*,Leonards BBQ,"Memphis, Tennessee",05/26/08
3,*The Memphis BBQ Tour*,Marlowes Ribs,"Memphis, Tennessee",05/26/08
3,*The Memphis BBQ Tour*,Toms Bar-B-Q,"Memphis, Tennessee",05/26/08
3,*Comfort Food*,Grampas Bakery & Restaurant,"Dania Beach, Florida",06/15/08
3,*Comfort Food*,Blue Moon Café,"Baltimore, Maryland",06/15/08
3,*Comfort Food*,Central City Cafe,"Huntington, West Virginia",06/15/08
3,*Comfort Food*,Tip Top Café,"San Antonio, Texas",06/15/08
3,*Where The Locals Go*,Matthews Cafeteria,"Tucker, Georgia",06/23/08
3,*Where The Locals Go*,The Rivershack Tavern,"Jefferson, Louisiana",06/23/08
3,*Where The Locals Go*,Monte Carlo Steak House,"Albuquerque, New Mexico",06/23/08
3,*All Kinds of BBQ*,The Joint,"New Orleans, Louisiana",06/30/08
3,*All Kinds of BBQ*,The Shed,"Ocean Springs, Mississippi",06/30/08
3,*All Kinds of BBQ*,Texas Pride BBQ,"Adkins, Texas",06/30/08
3,*In the Family*,Bennys Seafood Restaurant,"South Miami, Florida",07/07/08
3,*In the Family*,Chaps Pit Beef,"Baltimore, Maryland",07/07/08
3,*In the Family*,Burger Bar,"Roy, Utah",07/07/08
4,*Brain Freeze*,Doumars,"Norfolk, Virginia",07/14/08
4,*Brain Freeze*,Aunt Lenas Creamery,"Chandler, Arizona",07/14/08
4,*Brain Freeze*,The Creole Creamery,"New Orleans, Louisiana",07/14/08
4,*Diners You Sent Me To*,Town Talk Diner,"Minneapolis, Minnesota",07/21/08
4,*Diners You Sent Me To*,Blue Plate Diner,"Salt Lake City, Utah",07/21/08
4,*Diners You Sent Me To*,Broadway Diner,"Baltimore, Maryland",07/21/08
4,*Bar Food*,The Highlander,"Atlanta, Georgia",07/28/08
4,*Bar Food*,Gumbo Shack,"Fairhope, Alabama",07/28/08
4,*Bar Food*,Starlite Lounge,"Blawnox, Pennsylvania",07/28/08
4,*Burgers and Dogs*,The Wienery,"Minneapolis, Minnesota",08/04/08
4,*Burgers and Dogs*,Casino El Camino,"Austin, Texas",08/04/08
4,*Burgers and Dogs*,G&A Restaurant,"Baltimore, Maryland",08/04/08
4,*Where the Locals Eat*,Uncle Lous,"Memphis, Tennessee",08/11/08
4,*Where the Locals Eat*,Captain Chuck A Mucks,"Rescue, Virginia",08/11/08
4,*Where the Locals Eat*,Dixie Quicks,"Omaha, Nebraska",08/11/08
4,*Totally Unexpected*,Cabbage Town Market,"Atlanta, Georgia",08/18/08
4,*Totally Unexpected*,The Cove,"San Antonio, Texas",08/18/08
4,*Totally Unexpected*,Bryant-Lake Bowl,"Minneapolis, Minnesota",08/18/08
4,*A Taste of Everywhere*,Jamaica Kitchen,"Kendall Lakes, Arizona",09/15/08
4,*A Taste of Everywhere*,Crystal Restaurant,"Pittsburgh, Pennsylvania",09/15/08
4,*A Taste of Everywhere*,Red Iguana,"Salt Lake City, Utah",09/15/08
4,*Better Than Ever*,Colonnade,"Atlanta, Georgia",09/22/08
4,*Better Than Ever*,Mancis Antique Club,"Daphne, Alabama",09/22/08
4,*Better Than Ever*,Amatos,"Omaha, Nebraska",09/22/08
4,*Big Flavor*,Darwells Café,"Long Beach, Mississippi",09/29/08
4,*Big Flavor*,Brick Oven Pizza,"Baltimore, Maryland",09/29/08
4,*Big Flavor*,Victors 1959 Café,"Minneapolis, Minnesota",09/29/08
4,*Cookin It Old School*,Nadines Restaurant,"Pittsburgh, Pennsylvania",10/06/08
4,*Cookin It Old School*,Casamentos Restaurant,"New Orleans, Louisiana",10/06/08
4,*Cookin It Old School*,Big Mamas Kitchen & Catering,"Omaha, Nebraska",10/06/08
4,*Grabbina Sandwich*,Moochies Meatballs & More,"Salt Lake City, Utah",10/13/08
4,*Grabbina Sandwich*,Cemitas Puebla,"Chicago, Illinois",10/13/08
4,*Grabbina Sandwich*,Tiolis Crazee Burger,"San Diego, California",10/13/08
4,*Traditional Dishes*,Donatellis,"White Bear Lake, Minnesota",11/03/08
4,*Traditional Dishes*,Stoney Creek Inn,"Baltimore, Maryland",11/03/08
4,*Traditional Dishes*,Alcenias,"Memphis, Tennessee",11/03/08
4,*Doin Their Own Thing*,Lone Star Taqueria,"Salt Lake City, Utah",11/10/08
4,*Doin Their Own Thing*,Modern Café,"Minneapolis, Minnesota",11/10/08
4,*Doin Their Own Thing*,Brewburgers,"Omaha, Nebraska",11/10/08
5,*Whats For Breakfast*,Surreys Café,"New Orleans, Louisiana",11/10/08
5,*Whats For Breakfast*,Harrys Roadhouse,"Santa Fe, New Mexico",11/10/08
5,*Whats For Breakfast*,Dor-Stop Restaurant,"Pittsburgh, Pennsylvania",11/10/08
5,*Real Deal Italian*,LoBellos Spaghetti House,"Coraopolis, Pennsylvania",11/17/08
5,*Real Deal Italian*,Di Pasquales,"Baltimore, Maryland",11/17/08
5,*Real Deal Italian*,Pizzeria Luigi,"San Diego, California",11/17/08
5,*Not What Youd Expect*,Sophias Place,"Albuquerque, New Mexico",11/24/08
5,*Not What Youd Expect*,Magnolia Café,"Austin, Texas",11/24/08
5,*Not What Youd Expect*,Glenns Diner,"Chicago, Illinois",11/24/08
5,*Places You Sent Me*,Ruths Diner,"Salt Lake City, Utah",12/01/08
5,*Places You Sent Me*,ORourkes Diner,"Middletown, Connecticut",12/01/08
5,*Places You Sent Me*,Parasols,"New Orleans, Louisiana",12/01/08
5,*Long Time Legends*,Tommys Joynt,"San Francisco, California",01/05/09
5,*Long Time Legends*,Joe Tess Place,"Omaha, Nebraska",01/05/09
5,*Long Time Legends*,Big Jims,"Pittsburgh, Pennsylvania",01/05/09
5,*Something from Everywhere*,Valencia Luncheria,"Norwalk, Connecticut",01/12/09
5,*Something from Everywhere*,The Original Vito & Nicks Pizzeria,"Chicago, Illinois",01/12/09
5,*Something from Everywhere*,Emilys Lebanese Delicatessen,"Minneapolis, Minnesota",01/12/09
5,*Neighborhood Favorites*,Pats BBQ,"Salt Lake City, Utah",01/19/09
5,*Neighborhood Favorites*,Blow Fly Inn,"Gulfport, Mississippi",01/19/09
5,*Neighborhood Favorites*,Tune-Up Café,"Santa Fe, New Mexico",01/19/09
5,*Just Like Yesterday*,Hob Nob Hill,"San Diego, California",01/26/09
5,*Just Like Yesterday*,The Silver Skillet,"Atlanta, Georgia",01/26/09
5,*Just Like Yesterday*,Tufanos Vernon Park Tap,"Chicago, Illinois",01/26/09
5,*Return to Route 66*,Standard Diner,"Albuquerque, New Mexico",02/02/09
5,*Return to Route 66*,Dell Rheas Chicken Basket,"Willowbrook, Illinois",02/02/09
5,*Return to Route 66*,Salsa Brava,"Flagstaff, Arizona",02/02/09
5,*Smokin BBQ*,Green Mesquite,"Austin, Texas",02/09/09
5,*Smokin BBQ*,Gorilla BBQ,"Pacifica, California",02/09/09
5,*Smokin BBQ*,Wilsons Holy Smoke BBQ,"Fairfield, Connecticut",02/09/09
5,*Regional Classics*,Cecilias Café,"Albuquerque, New Mexico",02/16/09
5,*Regional Classics*,Joey Ks Restaurant & Bar,"New Orleans, Louisiana",02/16/09
5,*Regional Classics*,Kelly Os Diner,"Pittsburgh, Pennsylvania",02/16/09
5,*All Kinds of Fast Food*,Super Duper Weenie,"Fairfield, Connecticut",03/16/09
5,*All Kinds of Fast Food*,California Tacos,"Omaha, Nebraska",03/16/09
5,*All Kinds of Fast Food*,Berts Burger Bowl,"Santa Fe, New Mexico",03/16/09
5,*Family Favorites*,Giustis,"Walnut Grove, California",03/23/09
5,*Family Favorites*,Haus Murphys,"Glendale, Arizona",03/23/09
5,*Family Favorites*,Louies,"Dallas, Texas",03/23/09
6,*Funky Joints*,Bizzaro Café,"Seattle, Washington",04/06/09
6,*Funky Joints*,Chef Point Café,"Wautaga, Texas",04/06/09
6,*Funky Joints*,Jamies Bar & Grill,"Sacramento, California",04/06/09
6,*Their Own Way*,Bluewater Seafood Market & Grill,"San Diego, California",04/13/09
6,*Their Own Way*,Brandys Restaurant & Bakery,"Flagstaff, Arizona",04/13/09
6,*Their Own Way*,Kumas Corner,"Chicago, Illinois",04/13/09
6,*A Little Bit of Everywhere*,Bar Gernika,"Boise, Idaho",04/20/09
6,*A Little Bit of Everywhere*,Café Rolle,"Sacramento, California",04/20/09
6,*A Little Bit of Everywhere*,Havana Hideout,"Lake Worth, Florida",04/20/09
6,"*A Burger A Bowl and A Slice,La Piazza Al Forno,"Glendale, Arizona",04/27/09
6,"*A Burger A Bowl and A Slice,Slims Last Chance Chili Shack & Watering Hole,"Seattle, Washington",04/27/09
6,"*A Burger A Bowl and A Slice,Twisted Root Beer Co.,"Dallas, Texas",04/27/09
6,"*Biscuits Bagels and BLTs,"Arleta Library Bakery and Cafe,"Portland, Oregon",05/04/09
6,"*Biscuits Bagels and BLTs,Bubbas Diner,"San Anselmo, California",05/04/09
6,"*Biscuits Bagels and BLTs,Flakowitz of Boynton Bakery & Deli Restaurant,"Boynton Beach, Florida",05/04/09
6,*WhoDa Thunk It*,Backroad Pizza,"Santa Fe, New Mexico",05/11/09
6,*WhoDa Thunk It*,Jamaica Gates Caribbean Cuisine,"Arlington, Texas",05/11/09
6,*WhoDa Thunk It*,Chef Lous Westside Drive-In,"Boise, Idaho",05/11/09
6,*Go-To Joints*,Black Duck Café,"Westport, Connecticut",05/25/09
6,*Go-To Joints*,Ottos Sausage Kitchen & Meat Market,"Portland, Oregon",05/25/09
6,*Go-To Joints*,Sol Food Puerto Rican Cuisine,"San Rafael, California",05/25/09
6,*Homestyle*,Giuseppes Restaurant,"Phoenix, Arizona",06/01/09
6,*Homestyle*,Southern Kitchen Restaurant,"Tacoma, Washington",06/01/09
6,*Homestyle*,Zia Diner & Angel Food Catering,"Santa Fe, New Mexico",06/01/09
6,*All Kinds of Classics*,Blue Marlin Fish House Restaurant,"North Miami Beach, Florida",06/08/09
6,*All Kinds of Classics*,Freds Texas Café,"Fort Worth, Texas",06/08/09
6,*All Kinds of Classics*,Pine State Biscuits,"Portland, Oregon",06/08/09
6,*All Over The Map*,Georgia Greek Restaurant & Deli,"Seattle, Washington",06/15/09
6,*All Over The Map*,Los Tacquitos Grill,"Phoenix, Arizona",06/15/09
6,*All Over The Map*,Roccos Café,"San Francisco, California",06/15/09
6,*Old Time Favorites*,Blueplate Lunch Counter & Soda Fountain,"Portland, Oregon",06/22/09
6,*Old Time Favorites*,Dons Hilltop Kodiak Grill,"Boise, Idaho",06/22/09
6,*Old Time Favorites*,La Camoronera Restaurant & Fish Market,"Miami, Florida",06/22/09
6,*Comfort Cookin*,Dotties True Blue Café,"San Francisco, California",06/29/09
6,*Comfort Cookin*,Over Easy,"Phoenix, Arizona",06/29/09
6,*Comfort Cookin*,Comet Café,"Milwaukee, Wisconsin",06/29/09
6,*Mamas Cookin*,Polka Restaurant & Catering,"Los Angeles, California",07/27/09
6,*Mamas Cookin*,Avilas Café,"Dallas, Texas",07/27/09
6,*Mamas Cookin*,Mama Es,Oklahoma City,Oklahoma,07/27/09
7,*Upper Crust*,Bunk Sandwiches,"Portland, Oregon",08/03/09
7,*Upper Crust*,Sonnys Famous Steak Hogies,"Hollywood, Florida",08/03/09
7,*Upper Crust*,The Depot American Diner,"Chicago, Illinois",08/03/09
7,"*Burgers Tacos and Dogs,Lankford Grocery,"Houston, Texas",08/10/09
7,"*Burgers Tacos and Dogs,Fab Hot Dogs,"Reseda, California",08/10/09
7,"*Burgers Tacos and Dogs,Cempazuchi,"Milwaukee, Wisconsin",08/10/09
7,*Name That Cook*,Ricks Press Room & Grill,"Meridian, Idaho",08/17/09
7,*Name That Cook*,Nics Grill,"Oklahoma City, Oklahoma",08/17/09
7,*Name That Cook*,Pams Kitchen,"Seattle, Washington",08/17/09
7,*Global Grub*,Prince Lebanese Grill,"Arlington, Texas",08/24/09
7,*Global Grub*,Tre Kronor,"Chicago, Illinois",08/24/09
7,*Global Grub*,La Texanita,"Santa Rosa, California",08/24/09
7,*Only At This Joint*,Podnahs Pit Barbeque,"Portland, Oregon",08/31/09
7,*Only At This Joint*,Donnie Macs Trailer Park Cuisine,"Boise, Idaho",08/31/09
7,*Only At This Joint*,Whales Rib,"Deerfield Beach, Florida",08/31/09
7,*You Picked ‘Em*,Eischens Bar & Grill,"Okarche, Oklahoma",09/07/09
7,*You Picked ‘Em*,Moms Tamales,"Los Angeles, California",09/07/09
7,*You Picked ‘Em*,Kenny & Ziggys,"Houston, Texas",09/07/09
7,*You Can Say That Again*,Tap Tap Haitian Restaurant,"Miami Beach, Florida",10/05/09
7,*You Can Say That Again*,Pok Pok,"Portland, Oregon",10/05/09
7,*You Can Say That Again*,Niko Nikos,"Houston, Texas",10/05/09
7,"*Barbequed Baked and Brined,Honky Tonk BBQ,"Chicago, Illinois",10/12/09
7,"*Barbequed Baked and Brined,Pizzalchik,"Boise, Idaho",10/12/09
7,"*Barbequed Baked and Brined,Luckys Café,"Cleveland, Ohio",10/12/09
7,*Blast from the Past*,Cattlemens Steakhouse,"Oklahoma City, Oklahoma",10/19/09
7,*Blast from the Past*,Sam LaGrassas,"Boston, Massachusetts",10/19/09
7,*Blast from the Past*,Nickel Diner,"Los Angeles, California",10/19/09
7,*Dives Worth a Drive*,Parkview Nightclub,"Cleveland, Ohio",10/26/09
7,*Dives Worth a Drive*,The Shanty,"Wadsworth, Illinois",10/26/09
7,*Dives Worth a Drive*,Grovers Bar & Grill,"East Amherst, New York",10/26/09
7,*Family Style*,Louis Family Restaurant,"Providence, Rhode Island",11/02/09
7,*Family Style*,Café Pita+,"Houston, Texas",11/02/09
7,*Family Style*,Mambos Café,"Glendale, California",11/02/09
7,*Diners Times Three*,The Little Depot Diner,"Peabody, Massachusetts",11/09/09
7,*Diners Times Three*,Santa Cruz Diner,"Santa Cruz, California",11/09/09
7,*Diners Times Three*,The Diner,"Norman, Oklahoma",11/09/09
7,*Legacies*,Lake Effect Diner,"Buffalo, New York",11/16/09
7,*Legacies*,Geracis Restaurant,"Cleveland, Ohio",11/16/09
7,*Legacies*,Morins Hometown Bar & Grill,"Attleboro, Massachusetts",11/16/09
8,"*Burgers Steaks and Chops,Mr. Bartleys Gourmet Burgers,"Cambridge, Massachusetts",11/23/09
8,"*Burgers Steaks and Chops,T-Bone Toms Steakhouse,"Kemah, Texas",11/23/09
8,"*Burgers Steaks and Chops,Tee Off Bar & Grill,"San Francisco, California",11/23/09
8,"*Pizza Pork and Paprikash,Pizza Junction,"North Tonawanda, New York",01/11/10
8,"*Pizza Pork and Paprikash,Sterles Slovenian Country House,"Cleveland, Ohio",01/11/10
8,"*Pizza Pork and Paprikash,Q Restaurant,"San Francisco, California",01/11/10
8,"*Stacked Stuffed and Loaded,Bobs Taco Station,"Rosenberg, Texas",01/18/10
8,"*Stacked Stuffed and Loaded,Crazy Burger Café & Juice Bar,"Narragansett, Rhode Island",01/18/10
8,"*Stacked Stuffed and Loaded,The Oinkster,"Eagle Rock, California",01/18/10
8,*Triple D Goes Tailgatin*,Rudys Cant Fail Cafe,"Emeryville, California",01/25/10
8,*Triple D Goes Tailgatin*,900 Grayson Restaurant,"Berkeley, California",01/25/10
8,*Triple D Goes Tailgatin*,Rick & Anns Restaurant,"Berkeley, California",01/25/10
8,*Home And Away*,Taste of Peru,"Chicago, Illinois",02/01/10
8,*Home And Away*,Ingrids Kitchen,"Oklahoma City, Oklahoma",02/01/10
8,*Home And Away*,Blackthorn Restaurant & Pub,"Buffalo, New York",02/01/10
8,*By Request*,South 21 Drive-In,"Charlotte, North Carolina",02/08/10
8,*By Request*,Red Lion Pub & Restaurant,"Houston, Texas",02/08/10
8,*By Request*,Melt Bar & Grilled,"Lakewood, Ohio",02/08/10
8,*And The Kicker Is...*,Pawleys Front Porch,"Columbia, South Carolina",02/15/10
8,*And The Kicker Is...*,Sophia Restaurant,"Buffalo, New York",02/15/10
8,*And The Kicker Is...*,Bettes Oceanview Diner,"Berkeley, California",02/15/10
8,*Comfort Food Classics*,The Liberty Elm Diner,"Providence, Rhode Island",02/22/10
8,*Comfort Food Classics*,Naglee Park Garage,"San Jose, California",02/22/10
8,*Comfort Food Classics*,Dish,"Charlotte, North Carolina",02/22/10
8,*Twists And Traditions*,Earls Drive-In,"Chaffee, New York",03/22/10
8,*Twists And Traditions*,Aldos Harbor Restaurant,"Santa Cruz, California",03/22/10
8,*Twists And Traditions*,Momocho,"Cleveland, Ohio",03/22/10
8,*Fresh And Funky*,Dish Café & Catering,"Reno, Nevada",03/29/10
8,*Fresh And Funky*,Landmark Restaurant,"Charlotte, North Carolina",03/29/10
8,*Fresh And Funky*,Pier 23 Café,"San Francisco, California",03/29/10
8,*Triple D Goes Hawaiian*,Highway Inn & Hookipa Catering,"Waipahu, Hawaii",04/05/10
8,*Triple D Goes Hawaiian*,Hanks Haute Dogs,"Honolulu, Hawaii",04/05/10
8,*Triple D Goes Hawaiian*,Nicos Pier 38,"Honolulu, Hawaii",04/05/10
8,*Triple D Goes Hawaiian*,Germaines Luau,"Kapolei, Hawaii",04/05/10
9,*Surf ‘n Turf*,North End Café,"Manhattan Beach, California",04/27/10
9,*Surf ‘n Turf*,Gold ‘N Silver Inn,"Reno, Nevada",04/27/10
9,*Surf ‘n Turf*,Singletons Seafood Shack,"Atlantic Beach, Florida",04/27/10
9,*Homegrown & Homemade*,The Farmers Shed,"Lexington, South Carolina",05/03/10
9,*Homegrown & Homemade*,Poke Stop at Mililana Mauka Llc.,"Mililani, Hawaii",05/03/10
9,*Homegrown & Homemade*,Mulberry Café,"Lackawanna, New York",05/03/10
9,*Globetrottin*,Louis Basque Corner,"Reno, Nevada",05/10/10
9,*Globetrottin*,13 Gypsies,"Jacksonville, Florida",05/10/10
9,*Globetrottin*,Glorias Café,"Los Angeles, California",05/10/10
9,*Bringin It Home*,Café Citti,"Kenwood, California",05/17/10
9,*Bringin It Home*,Cabo Fish Taco,"Charlotte, North Carolina",05/17/10
9,*Bringin It Home*,Murphys Bar & Grill,"Honolulu, Hawaii",05/17/10
9,*Porkapalooza*,At Last Café,"Long Beach, California",05/24/10
9,*Porkapalooza*,Virgils Café,"Bellevue, Kentucky",05/24/10
9,*Porkapalooza*,Martins Bar-B-Que Joint,"Nolensville, Tennessee",05/24/10
9,"*Grilled Smoked and Sauced,Terrys Turf Club,"Cincinnati, Ohio",05/31/10
9,"*Grilled Smoked and Sauced,Schellville Grille,"Sonoma, California",05/31/10
9,"*Grilled Smoked and Sauced,Jakes Good Eats,"Charlotte, North Carolina",05/31/10
9,*Comfort Food With Attitude*,Jax At The Trax,"Truckee, California",06/07/10
9,*Comfort Food With Attitude*,Culhanes Irish Pub,"Atlantic Beach, Florida",06/07/10
9,*Comfort Food With Attitude*,Blue Ash Chili Restaurant,"Cincinnati, Ohio",06/07/10
9,*Fast Food Their Way*,Don Chow Tacos,"Los Angeles, California",06/21/10
9,*Fast Food Their Way*,Rainbow Drive-In,"Honolulu, Hawaii",06/21/10
9,*Fast Food Their Way*,Northern Waters Smokehaus,"Duluth, Minnesota",06/21/10
9,*Farm To Table*,Blackwater Grill,"St. Simons Island, Georgia",06/28/10
9,*Farm To Table*,Comet Ping Pong,Washington,DC,06/28/10
9,*Farm To Table*,Wallace Station,"Versailles, Kentucky",06/28/10
9,*Kansas City Barbeque Tour*,Smokin Guns BBQ,"North Kansas City, Missouri",07/12/10
9,*Kansas City Barbeque Tour*,RJs Bob-Be-Que Shack,"Mission, Kansas",07/12/10
